bank_name,city,audience_type,interest_rate,loan_amount,tenure_years,emi_amount,total_interest,total_payment
IDFC First,Ranchi,NRIs,8.86,3000000,25,24889.0,4466672.0,7466672.0
IDFC First,Ranchi,NRIs,8.86,5000000,15,50298.0,4053597.0,9053597.0
IDFC First,Ranchi,NRIs,8.86,5000000,20,44537.0,5688902.0,10688902.0
IDFC First,Ranchi,NRIs,8.86,5000000,25,41482.0,7444454.0,12444454.0
IDFC First,Ranchi,NRIs,8.86,7500000,15,75447.0,6080395.0,13580395.0
IDFC First,Ranchi,NRIs,8.86,7500000,20,66806.0,8533352.0,16033352.0
IDFC First,Ranchi,NRIs,8.86,7500000,25,62222.0,11166681.0,18666681.0
IDFC First,Ranchi,First Time Home Buyers,8.66,3000000,15,29824.0,2368360.0,5368360.0
IDFC First,Ranchi,First Time Home Buyers,8.66,3000000,20,26339.0,3321430.0,6321430.0
IDFC First,Ranchi,First Time Home Buyers,8.66,3000000,25,24481.0,4344340.0,7344340.0
IDFC First,Ranchi,First Time Home Buyers,8.66,5000000,15,49707.0,3947267.0,8947267.0
IDFC First,Ranchi,First Time Home Buyers,8.66,5000000,20,43899.0,5535717.0,10535717.0
IDFC First,Ranchi,First Time Home Buyers,8.66,5000000,25,40802.0,7240567.0,12240567.0
IDFC First,Ranchi,First Time Home Buyers,8.66,7500000,15,74561.0,5920901.0,13420901.0
IDFC First,Ranchi,First Time Home Buyers,8.66,7500000,20,65848.0,8303575.0,15803575.0
IDFC First,Ranchi,First Time Home Buyers,8.66,7500000,25,61203.0,10860851.0,18360851.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,3000000,15,29913.0,2384274.0,5384274.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,3000000,20,26435.0,3344353.0,6344353.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,3000000,25,24583.0,4374850.0,7374850.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,5000000,15,49854.0,3973791.0,8973791.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,5000000,20,44058.0,5573921.0,10573921.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,5000000,25,40971.0,7291416.0,12291416.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,7500000,15,74782.0,5960686.0,13460686.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,7500000,20,66087.0,8360881.0,15860881.0
IDFC First,Bhubaneswar,Salaried - IT/Corporate,8.71,7500000,25,61457.0,10937124.0,18437124.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,3000000,15,29824.0,2368360.0,5368360.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,3000000,20,26339.0,3321430.0,6321430.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,3000000,25,24481.0,4344340.0,7344340.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,5000000,15,49707.0,3947267.0,8947267.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,5000000,20,43899.0,5535717.0,10535717.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,5000000,25,40802.0,7240567.0,12240567.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,7500000,15,74561.0,5920901.0,13420901.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,7500000,20,65848.0,8303575.0,15803575.0
IDFC First,Bhubaneswar,Salaried - Government/PSU,8.66,7500000,25,61203.0,10860851.0,18360851.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,3000000,15,30001.0,2400212.0,5400212.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,3000000,20,26530.0,3367312.0,6367312.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,3000000,25,24685.0,4405408.0,7405408.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,5000000,15,50002.0,4000354.0,9000354.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,5000000,20,44217.0,5612187.0,10612187.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,5000000,25,41141.0,7342347.0,12342347.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,7500000,15,75003.0,6000530.0,13500530.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,7500000,20,66326.0,8418280.0,15918280.0
IDFC First,Bhubaneswar,Self-Employed - Professional,8.76,7500000,25,61712.0,11013521.0,18513521.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,3000000,15,30001.0,2400212.0,5400212.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,3000000,20,26530.0,3367312.0,6367312.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,3000000,25,24685.0,4405408.0,7405408.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,5000000,15,50002.0,4000354.0,9000354.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,5000000,20,44217.0,5612187.0,10612187.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,5000000,25,41141.0,7342347.0,12342347.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,7500000,15,75003.0,6000530.0,13500530.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,7500000,20,66326.0,8418280.0,15918280.0
IDFC First,Bhubaneswar,Self-Employed - Business,8.76,7500000,25,61712.0,11013521.0,18513521.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,3000000,15,30001.0,2400212.0,5400212.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,3000000,20,26530.0,3367312.0,6367312.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,3000000,25,24685.0,4405408.0,7405408.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,5000000,15,50002.0,4000354.0,9000354.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,5000000,20,44217.0,5612187.0,10612187.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,5000000,25,41141.0,7342347.0,12342347.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,7500000,15,75003.0,6000530.0,13500530.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,7500000,20,66326.0,8418280.0,15918280.0
IDFC First,Bhubaneswar,Self-Employed - SME,8.76,7500000,25,61712.0,11013521.0,18513521.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,3000000,15,30268.0,2448166.0,5448166.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,3000000,20,26818.0,3436410.0,6436410.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,3000000,25,24991.0,4497377.0,7497377.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,5000000,15,50446.0,4080277.0,9080277.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,5000000,20,44697.0,5727351.0,10727351.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,5000000,25,41652.0,7495629.0,12495629.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,7500000,15,75669.0,6120415.0,13620415.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,7500000,20,67046.0,8591026.0,16091026.0
IDFC First,Bhubaneswar,Self-Employed - Startup,8.91,7500000,25,62478.0,11243443.0,18743443.0
IDFC First,Bhubaneswar,Women Applicants,8.71,3000000,15,29913.0,2384274.0,5384274.0
IDFC First,Bhubaneswar,Women Applicants,8.71,3000000,20,26435.0,3344353.0,6344353.0
IDFC First,Bhubaneswar,Women Applicants,8.71,3000000,25,24583.0,4374850.0,7374850.0
IDFC First,Bhubaneswar,Women Applicants,8.71,5000000,15,49854.0,3973791.0,8973791.0
IDFC First,Bhubaneswar,Women Applicants,8.71,5000000,20,44058.0,5573921.0,10573921.0
IDFC First,Bhubaneswar,Women Applicants,8.71,5000000,25,40971.0,7291416.0,12291416.0
IDFC First,Bhubaneswar,Women Applicants,8.71,7500000,15,74782.0,5960686.0,13460686.0
IDFC First,Bhubaneswar,Women Applicants,8.71,7500000,20,66087.0,8360881.0,15860881.0
IDFC First,Bhubaneswar,Women Applicants,8.71,7500000,25,61457.0,10937124.0,18437124.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,3000000,15,30179.0,2432158.0,5432158.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,3000000,20,26722.0,3413341.0,6413341.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,3000000,25,24889.0,4466672.0,7466672.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,5000000,15,50298.0,4053597.0,9053597.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,5000000,20,44537.0,5688902.0,10688902.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,5000000,25,41482.0,7444454.0,12444454.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,7500000,15,75447.0,6080395.0,13580395.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,7500000,20,66806.0,8533352.0,16033352.0
IDFC First,Bhubaneswar,Senior Citizens,8.86,7500000,25,62222.0,11166681.0,18666681.0
IDFC First,Bhubaneswar,NRIs,8.96,3000000,15,30357.0,2464198.0,5464198.0
IDFC First,Bhubaneswar,NRIs,8.96,3000000,20,26915.0,3459516.0,6459516.0
IDFC First,Bhubaneswar,NRIs,8.96,3000000,25,25094.0,4528130.0,7528130.0
IDFC First,Bhubaneswar,NRIs,8.96,5000000,15,50594.0,4106996.0,9106996.0
IDFC First,Bhubaneswar,NRIs,8.96,5000000,20,44858.0,5765860.0,10765860.0
IDFC First,Bhubaneswar,NRIs,8.96,5000000,25,41823.0,7546884.0,12546884.0
IDFC First,Bhubaneswar,NRIs,8.96,7500000,15,75892.0,6160494.0,13660494.0
IDFC First,Bhubaneswar,NRIs,8.96,7500000,20,67287.0,8648790.0,16148790.0
IDFC First,Bhubaneswar,NRIs,8.96,7500000,25,62734.0,11320326.0,18820326.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,3000000,15,30001.0,2400212.0,5400212.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,3000000,20,26530.0,3367312.0,6367312.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,3000000,25,24685.0,4405408.0,7405408.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,5000000,15,50002.0,4000354.0,9000354.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,5000000,20,44217.0,5612187.0,10612187.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,5000000,25,41141.0,7342347.0,12342347.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,7500000,15,75003.0,6000530.0,13500530.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,7500000,20,66326.0,8418280.0,15918280.0
IDFC First,Bhubaneswar,First Time Home Buyers,8.76,7500000,25,61712.0,11013521.0,18513521.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,3000000,15,29507.0,2311265.0,5311265.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,3000000,20,25997.0,3239216.0,6239216.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,3000000,25,24116.0,4234918.0,7234918.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,5000000,15,49178.0,3852108.0,8852108.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,5000000,20,43328.0,5398694.0,10398694.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,5000000,25,40194.0,7058196.0,12058196.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,7500000,15,73768.0,5778162.0,13278162.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,7500000,20,64992.0,8098041.0,15598041.0
IndusInd Bank,Mumbai,Salaried - IT/Corporate,8.48,7500000,25,60291.0,10587294.0,18087294.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,3000000,15,29419.0,2295460.0,5295460.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,3000000,20,25902.0,3216465.0,6216465.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,3000000,25,24015.0,4204638.0,7204638.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,5000000,15,49032.0,3825766.0,8825766.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,5000000,20,43170.0,5360775.0,10360775.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,5000000,25,40026.0,7007730.0,12007730.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,7500000,15,73548.0,5738649.0,13238649.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,7500000,20,64755.0,8041163.0,15541163.0
IndusInd Bank,Mumbai,Salaried - Government/PSU,8.43,7500000,25,60039.0,10511595.0,18011595.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,3000000,15,29595.0,2327094.0,5327094.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,3000000,20,26092.0,3262005.0,6262005.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,3000000,25,24217.0,4265248.0,7265248.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,5000000,15,49325.0,3878490.0,8878490.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,5000000,20,43486.0,5436675.0,10436675.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,5000000,25,40362.0,7108746.0,12108746.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,7500000,15,73987.0,5817735.0,13317735.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,7500000,20,65229.0,8155012.0,15655012.0
IndusInd Bank,Mumbai,Self-Employed - Professional,8.53,7500000,25,60544.0,10663120.0,18163120.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,3000000,15,29595.0,2327094.0,5327094.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,3000000,20,26092.0,3262005.0,6262005.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,3000000,25,24217.0,4265248.0,7265248.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,5000000,15,49325.0,3878490.0,8878490.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,5000000,20,43486.0,5436675.0,10436675.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,5000000,25,40362.0,7108746.0,12108746.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,7500000,15,73987.0,5817735.0,13317735.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,7500000,20,65229.0,8155012.0,15655012.0
IndusInd Bank,Mumbai,Self-Employed - Business,8.53,7500000,25,60544.0,10663120.0,18163120.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,3000000,15,29595.0,2327094.0,5327094.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,3000000,20,26092.0,3262005.0,6262005.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,3000000,25,24217.0,4265248.0,7265248.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,5000000,15,49325.0,3878490.0,8878490.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,5000000,20,43486.0,5436675.0,10436675.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,5000000,25,40362.0,7108746.0,12108746.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,7500000,15,73987.0,5817735.0,13317735.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,7500000,20,65229.0,8155012.0,15655012.0
IndusInd Bank,Mumbai,Self-Employed - SME,8.53,7500000,25,60544.0,10663120.0,18163120.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,3000000,15,29860.0,2374723.0,5374723.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,3000000,20,26377.0,3330595.0,6330595.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,3000000,25,24522.0,4356538.0,7356538.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,5000000,15,49766.0,3957872.0,8957872.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,5000000,20,43962.0,5550991.0,10550991.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,5000000,25,40870.0,7260897.0,12260897.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,7500000,15,74649.0,5936808.0,13436808.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,7500000,20,65944.0,8326486.0,15826486.0
IndusInd Bank,Mumbai,Self-Employed - Startup,8.68,7500000,25,61304.0,10891345.0,18391345.0
IndusInd Bank,Mumbai,Women Applicants,8.48,3000000,15,29507.0,2311265.0,5311265.0
IndusInd Bank,Mumbai,Women Applicants,8.48,3000000,20,25997.0,3239216.0,6239216.0
IndusInd Bank,Mumbai,Women Applicants,8.48,3000000,25,24116.0,4234918.0,7234918.0
IndusInd Bank,Mumbai,Women Applicants,8.48,5000000,15,49178.0,3852108.0,8852108.0
IndusInd Bank,Mumbai,Women Applicants,8.48,5000000,20,43328.0,5398694.0,10398694.0
IndusInd Bank,Mumbai,Women Applicants,8.48,5000000,25,40194.0,7058196.0,12058196.0
IndusInd Bank,Mumbai,Women Applicants,8.48,7500000,15,73768.0,5778162.0,13278162.0
IndusInd Bank,Mumbai,Women Applicants,8.48,7500000,20,64992.0,8098041.0,15598041.0
IndusInd Bank,Mumbai,Women Applicants,8.48,7500000,25,60291.0,10587294.0,18087294.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,3000000,15,29771.0,2358823.0,5358823.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,3000000,20,26282.0,3307694.0,6307694.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,3000000,25,24420.0,4326058.0,7326058.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,5000000,15,49619.0,3931372.0,8931372.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,5000000,20,43803.0,5512824.0,10512824.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,5000000,25,40700.0,7210097.0,12210097.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,7500000,15,74428.0,5897058.0,13397058.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,7500000,20,65705.0,8269236.0,15769236.0
IndusInd Bank,Mumbai,Senior Citizens,8.63,7500000,25,61050.0,10815146.0,18315146.0
IndusInd Bank,Mumbai,NRIs,8.73,3000000,15,29948.0,2390647.0,5390647.0
IndusInd Bank,Mumbai,NRIs,8.73,3000000,20,26473.0,3353532.0,6353532.0
IndusInd Bank,Mumbai,NRIs,8.73,3000000,25,24624.0,4387067.0,7387067.0
IndusInd Bank,Mumbai,NRIs,8.73,5000000,15,49913.0,3984411.0,8984411.0
IndusInd Bank,Mumbai,NRIs,8.73,5000000,20,44122.0,5589220.0,10589220.0
IndusInd Bank,Mumbai,NRIs,8.73,5000000,25,41039.0,7311779.0,12311779.0
IndusInd Bank,Mumbai,NRIs,8.73,7500000,15,74870.0,5976617.0,13476617.0
IndusInd Bank,Mumbai,NRIs,8.73,7500000,20,66183.0,8383830.0,15883830.0
IndusInd Bank,Mumbai,NRIs,8.73,7500000,25,61559.0,10967668.0,18467668.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,3000000,15,29595.0,2327094.0,5327094.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,3000000,20,26092.0,3262005.0,6262005.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,3000000,25,24217.0,4265248.0,7265248.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,5000000,15,49325.0,3878490.0,8878490.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,5000000,20,43486.0,5436675.0,10436675.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,5000000,25,40362.0,7108746.0,12108746.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,7500000,15,73987.0,5817735.0,13317735.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,7500000,20,65229.0,8155012.0,15655012.0
IndusInd Bank,Mumbai,First Time Home Buyers,8.53,7500000,25,60544.0,10663120.0,18163120.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,3000000,15,29789.0,2362001.0,5362001.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,3000000,20,26301.0,3312271.0,6312271.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,3000000,25,24441.0,4332150.0,7332150.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,5000000,15,49648.0,3936669.0,8936669.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,5000000,20,43835.0,5520452.0,10520452.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,5000000,25,40734.0,7220251.0,12220251.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,7500000,15,74472.0,5905003.0,13405003.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,7500000,20,65753.0,8280678.0,15780678.0
IndusInd Bank,Delhi,Salaried - IT/Corporate,8.64,7500000,25,61101.0,10830376.0,18330376.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,3000000,15,29701.0,2346120.0,5346120.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,3000000,20,26206.0,3289401.0,6289401.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,3000000,25,24339.0,4301710.0,7301710.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,5000000,15,49501.0,3910200.0,8910200.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,5000000,20,43676.0,5482334.0,10482334.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,5000000,25,40565.0,7169517.0,12169517.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,7500000,15,74252.0,5865300.0,13365300.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,7500000,20,65515.0,8223502.0,15723502.0
IndusInd Bank,Delhi,Salaried - Government/PSU,8.59,7500000,25,60848.0,10754276.0,18254276.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,3000000,15,29877.0,2377906.0,5377906.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,3000000,20,26397.0,3335179.0,6335179.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,3000000,25,24542.0,4362640.0,7362640.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,5000000,15,49795.0,3963177.0,8963177.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,5000000,20,43994.0,5558632.0,10558632.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,5000000,25,40904.0,7271067.0,12271067.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,7500000,15,74693.0,5944765.0,13444765.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,7500000,20,65991.0,8337948.0,15837948.0
IndusInd Bank,Delhi,Self-Employed - Professional,8.69,7500000,25,61355.0,10906600.0,18406600.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,3000000,15,29877.0,2377906.0,5377906.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,3000000,20,26397.0,3335179.0,6335179.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,3000000,25,24542.0,4362640.0,7362640.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,5000000,15,49795.0,3963177.0,8963177.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,5000000,20,43994.0,5558632.0,10558632.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,5000000,25,40904.0,7271067.0,12271067.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,7500000,15,74693.0,5944765.0,13444765.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,7500000,20,65991.0,8337948.0,15837948.0
IndusInd Bank,Delhi,Self-Employed - Business,8.69,7500000,25,61355.0,10906600.0,18406600.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,3000000,15,29877.0,2377906.0,5377906.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,3000000,20,26397.0,3335179.0,6335179.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,3000000,25,24542.0,4362640.0,7362640.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,5000000,15,49795.0,3963177.0,8963177.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,5000000,20,43994.0,5558632.0,10558632.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,5000000,25,40904.0,7271067.0,12271067.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,7500000,15,74693.0,5944765.0,13444765.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,7500000,20,65991.0,8337948.0,15837948.0
IndusInd Bank,Delhi,Self-Employed - SME,8.69,7500000,25,61355.0,10906600.0,18406600.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,3000000,15,30143.0,2425761.0,5425761.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,3000000,20,26684.0,3404123.0,6404123.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,3000000,25,24848.0,4454404.0,7454404.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,5000000,15,50239.0,4042936.0,9042936.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,5000000,20,44473.0,5673539.0,10673539.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,5000000,25,41413.0,7424007.0,12424007.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,7500000,15,75358.0,6064403.0,13564403.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,7500000,20,66710.0,8510309.0,16010309.0
IndusInd Bank,Delhi,Self-Employed - Startup,8.84,7500000,25,62120.0,11136010.0,18636010.0
IndusInd Bank,Delhi,Women Applicants,8.64,3000000,15,29789.0,2362001.0,5362001.0
IndusInd Bank,Delhi,Women Applicants,8.64,3000000,20,26301.0,3312271.0,6312271.0
IndusInd Bank,Delhi,Women Applicants,8.64,3000000,25,24441.0,4332150.0,7332150.0
IndusInd Bank,Delhi,Women Applicants,8.64,5000000,15,49648.0,3936669.0,8936669.0
IndusInd Bank,Delhi,Women Applicants,8.64,5000000,20,43835.0,5520452.0,10520452.0
IndusInd Bank,Delhi,Women Applicants,8.64,5000000,25,40734.0,7220251.0,12220251.0
IndusInd Bank,Delhi,Women Applicants,8.64,7500000,15,74472.0,5905003.0,13405003.0
IndusInd Bank,Delhi,Women Applicants,8.64,7500000,20,65753.0,8280678.0,15780678.0
IndusInd Bank,Delhi,Women Applicants,8.64,7500000,25,61101.0,10830376.0,18330376.0
IndusInd Bank,Delhi,Senior Citizens,8.79,3000000,15,30054.0,2409786.0,5409786.0
IndusInd Bank,Delhi,Senior Citizens,8.79,3000000,20,26588.0,3381105.0,6381105.0
IndusInd Bank,Delhi,Senior Citizens,8.79,3000000,25,24746.0,4423767.0,7423767.0
IndusInd Bank,Delhi,Senior Citizens,8.79,5000000,15,50091.0,4016310.0,9016310.0
IndusInd Bank,Delhi,Senior Citizens,8.79,5000000,20,44313.0,5635175.0,10635175.0
IndusInd Bank,Delhi,Senior Citizens,8.79,5000000,25,41243.0,7372945.0,12372945.0
IndusInd Bank,Delhi,Senior Citizens,8.79,7500000,15,75136.0,6024465.0,13524465.0
IndusInd Bank,Delhi,Senior Citizens,8.79,7500000,20,66470.0,8452763.0,15952763.0
IndusInd Bank,Delhi,Senior Citizens,8.79,7500000,25,61865.0,11059418.0,18559418.0
IndusInd Bank,Delhi,NRIs,8.89,3000000,15,30232.0,2441760.0,5441760.0
IndusInd Bank,Delhi,NRIs,8.89,3000000,20,26780.0,3427178.0,6427178.0
IndusInd Bank,Delhi,NRIs,8.89,3000000,25,24950.0,4485089.0,7485089.0
IndusInd Bank,Delhi,NRIs,8.89,5000000,15,50387.0,4069600.0,9069600.0
