bank_name,city,audience_type,interest_rate,loan_amount,tenure_years,emi_amount,total_interest,total_payment
Bank of India,Bangalore,Self-Employed - Startup,8.86,3000000,20,26722.0,3413341.0,6413341.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,3000000,25,24889.0,4466672.0,7466672.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,5000000,15,50298.0,4053597.0,9053597.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,5000000,20,44537.0,5688902.0,10688902.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,5000000,25,41482.0,7444454.0,12444454.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,7500000,15,75447.0,6080395.0,13580395.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,7500000,20,66806.0,8533352.0,16033352.0
Bank of India,Bangalore,Self-Employed - Startup,8.86,7500000,25,62222.0,11166681.0,18666681.0
Bank of India,Bangalore,Women Applicants,8.66,3000000,15,29824.0,2368360.0,5368360.0
Bank of India,Bangalore,Women Applicants,8.66,3000000,20,26339.0,3321430.0,6321430.0
Bank of India,Bangalore,Women Applicants,8.66,3000000,25,24481.0,4344340.0,7344340.0
Bank of India,Bangalore,Women Applicants,8.66,5000000,15,49707.0,3947267.0,8947267.0
Bank of India,Bangalore,Women Applicants,8.66,5000000,20,43899.0,5535717.0,10535717.0
Bank of India,Bangalore,Women Applicants,8.66,5000000,25,40802.0,7240567.0,12240567.0
Bank of India,Bangalore,Women Applicants,8.66,7500000,15,74561.0,5920901.0,13420901.0
Bank of India,Bangalore,Women Applicants,8.66,7500000,20,65848.0,8303575.0,15803575.0
Bank of India,Bangalore,Women Applicants,8.66,7500000,25,61203.0,10860851.0,18360851.0
Bank of India,Bangalore,Senior Citizens,8.81,3000000,15,30090.0,2416173.0,5416173.0
Bank of India,Bangalore,Senior Citizens,8.81,3000000,20,26626.0,3390308.0,6390308.0
Bank of India,Bangalore,Senior Citizens,8.81,3000000,25,24787.0,4436016.0,7436016.0
Bank of India,Bangalore,Senior Citizens,8.81,5000000,15,50150.0,4026956.0,9026956.0
Bank of India,Bangalore,Senior Citizens,8.81,5000000,20,44377.0,5650514.0,10650514.0
Bank of India,Bangalore,Senior Citizens,8.81,5000000,25,41311.0,7393360.0,12393360.0
Bank of India,Bangalore,Senior Citizens,8.81,7500000,15,75225.0,6040433.0,13540433.0
Bank of India,Bangalore,Senior Citizens,8.81,7500000,20,66566.0,8475770.0,15975770.0
Bank of India,Bangalore,Senior Citizens,8.81,7500000,25,61967.0,11090040.0,18590040.0
Bank of India,Bangalore,NRIs,8.91,3000000,15,30268.0,2448166.0,5448166.0
Bank of India,Bangalore,NRIs,8.91,3000000,20,26818.0,3436410.0,6436410.0
Bank of India,Bangalore,NRIs,8.91,3000000,25,24991.0,4497377.0,7497377.0
Bank of India,Bangalore,NRIs,8.91,5000000,15,50446.0,4080277.0,9080277.0
Bank of India,Bangalore,NRIs,8.91,5000000,20,44697.0,5727351.0,10727351.0
Bank of India,Bangalore,NRIs,8.91,5000000,25,41652.0,7495629.0,12495629.0
Bank of India,Bangalore,NRIs,8.91,7500000,15,75669.0,6120415.0,13620415.0
Bank of India,Bangalore,NRIs,8.91,7500000,20,67046.0,8591026.0,16091026.0
Bank of India,Bangalore,NRIs,8.91,7500000,25,62478.0,11243443.0,18743443.0
Bank of India,Bangalore,First Time Home Buyers,8.71,3000000,15,29913.0,2384274.0,5384274.0
Bank of India,Bangalore,First Time Home Buyers,8.71,3000000,20,26435.0,3344353.0,6344353.0
Bank of India,Bangalore,First Time Home Buyers,8.71,3000000,25,24583.0,4374850.0,7374850.0
Bank of India,Bangalore,First Time Home Buyers,8.71,5000000,15,49854.0,3973791.0,8973791.0
Bank of India,Bangalore,First Time Home Buyers,8.71,5000000,20,44058.0,5573921.0,10573921.0
Bank of India,Bangalore,First Time Home Buyers,8.71,5000000,25,40971.0,7291416.0,12291416.0
Bank of India,Bangalore,First Time Home Buyers,8.71,7500000,15,74782.0,5960686.0,13460686.0
Bank of India,Bangalore,First Time Home Buyers,8.71,7500000,20,66087.0,8360881.0,15860881.0
Bank of India,Bangalore,First Time Home Buyers,8.71,7500000,25,61457.0,10937124.0,18437124.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,3000000,15,29789.0,2362001.0,5362001.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,3000000,20,26301.0,3312271.0,6312271.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,3000000,25,24441.0,4332150.0,7332150.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,5000000,15,49648.0,3936669.0,8936669.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,5000000,20,43835.0,5520452.0,10520452.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,5000000,25,40734.0,7220251.0,12220251.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,7500000,15,74472.0,5905003.0,13405003.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,7500000,20,65753.0,8280678.0,15780678.0
Bank of India,Hyderabad,Salaried - IT/Corporate,8.64,7500000,25,61101.0,10830376.0,18330376.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,3000000,15,29701.0,2346120.0,5346120.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,3000000,20,26206.0,3289401.0,6289401.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,3000000,25,24339.0,4301710.0,7301710.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,5000000,15,49501.0,3910200.0,8910200.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,5000000,20,43676.0,5482334.0,10482334.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,5000000,25,40565.0,7169517.0,12169517.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,7500000,15,74252.0,5865300.0,13365300.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,7500000,20,65515.0,8223502.0,15723502.0
Bank of India,Hyderabad,Salaried - Government/PSU,8.59,7500000,25,60848.0,10754276.0,18254276.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,3000000,15,29877.0,2377906.0,5377906.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,3000000,20,26397.0,3335179.0,6335179.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,3000000,25,24542.0,4362640.0,7362640.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,5000000,15,49795.0,3963177.0,8963177.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,5000000,20,43994.0,5558632.0,10558632.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,5000000,25,40904.0,7271067.0,12271067.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,7500000,15,74693.0,5944765.0,13444765.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,7500000,20,65991.0,8337948.0,15837948.0
Bank of India,Hyderabad,Self-Employed - Professional,8.69,7500000,25,61355.0,10906600.0,18406600.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,3000000,15,29877.0,2377906.0,5377906.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,3000000,20,26397.0,3335179.0,6335179.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,3000000,25,24542.0,4362640.0,7362640.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,5000000,15,49795.0,3963177.0,8963177.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,5000000,20,43994.0,5558632.0,10558632.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,5000000,25,40904.0,7271067.0,12271067.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,7500000,15,74693.0,5944765.0,13444765.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,7500000,20,65991.0,8337948.0,15837948.0
Bank of India,Hyderabad,Self-Employed - Business,8.69,7500000,25,61355.0,10906600.0,18406600.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,3000000,15,29877.0,2377906.0,5377906.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,3000000,20,26397.0,3335179.0,6335179.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,3000000,25,24542.0,4362640.0,7362640.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,5000000,15,49795.0,3963177.0,8963177.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,5000000,20,43994.0,5558632.0,10558632.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,5000000,25,40904.0,7271067.0,12271067.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,7500000,15,74693.0,5944765.0,13444765.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,7500000,20,65991.0,8337948.0,15837948.0
Bank of India,Hyderabad,Self-Employed - SME,8.69,7500000,25,61355.0,10906600.0,18406600.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,3000000,15,30143.0,2425761.0,5425761.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,3000000,20,26684.0,3404123.0,6404123.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,3000000,25,24848.0,4454404.0,7454404.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,5000000,15,50239.0,4042936.0,9042936.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,5000000,20,44473.0,5673539.0,10673539.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,5000000,25,41413.0,7424007.0,12424007.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,7500000,15,75358.0,6064403.0,13564403.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,7500000,20,66710.0,8510309.0,16010309.0
Bank of India,Hyderabad,Self-Employed - Startup,8.84,7500000,25,62120.0,11136010.0,18636010.0
Bank of India,Hyderabad,Women Applicants,8.64,3000000,15,29789.0,2362001.0,5362001.0
Bank of India,Hyderabad,Women Applicants,8.64,3000000,20,26301.0,3312271.0,6312271.0
Bank of India,Hyderabad,Women Applicants,8.64,3000000,25,24441.0,4332150.0,7332150.0
Bank of India,Hyderabad,Women Applicants,8.64,5000000,15,49648.0,3936669.0,8936669.0
Bank of India,Hyderabad,Women Applicants,8.64,5000000,20,43835.0,5520452.0,10520452.0
Bank of India,Hyderabad,Women Applicants,8.64,5000000,25,40734.0,7220251.0,12220251.0
Bank of India,Hyderabad,Women Applicants,8.64,7500000,15,74472.0,5905003.0,13405003.0
Bank of India,Hyderabad,Women Applicants,8.64,7500000,20,65753.0,8280678.0,15780678.0
Bank of India,Hyderabad,Women Applicants,8.64,7500000,25,61101.0,10830376.0,18330376.0
Bank of India,Hyderabad,Senior Citizens,8.79,3000000,15,30054.0,2409786.0,5409786.0
Bank of India,Hyderabad,Senior Citizens,8.79,3000000,20,26588.0,3381105.0,6381105.0
Bank of India,Hyderabad,Senior Citizens,8.79,3000000,25,24746.0,4423767.0,7423767.0
Bank of India,Hyderabad,Senior Citizens,8.79,5000000,15,50091.0,4016310.0,9016310.0
Bank of India,Hyderabad,Senior Citizens,8.79,5000000,20,44313.0,5635175.0,10635175.0
Bank of India,Hyderabad,Senior Citizens,8.79,5000000,25,41243.0,7372945.0,12372945.0
Bank of India,Hyderabad,Senior Citizens,8.79,7500000,15,75136.0,6024465.0,13524465.0
Bank of India,Hyderabad,Senior Citizens,8.79,7500000,20,66470.0,8452763.0,15952763.0
Bank of India,Hyderabad,Senior Citizens,8.79,7500000,25,61865.0,11059418.0,18559418.0
Bank of India,Hyderabad,NRIs,8.89,3000000,15,30232.0,2441760.0,5441760.0
Bank of India,Hyderabad,NRIs,8.89,3000000,20,26780.0,3427178.0,6427178.0
Bank of India,Hyderabad,NRIs,8.89,3000000,25,24950.0,4485089.0,7485089.0
Bank of India,Hyderabad,NRIs,8.89,5000000,15,50387.0,4069600.0,9069600.0
Bank of India,Hyderabad,NRIs,8.89,5000000,20,44633.0,5711964.0,10711964.0
Bank of India,Hyderabad,NRIs,8.89,5000000,25,41584.0,7475149.0,12475149.0
Bank of India,Hyderabad,NRIs,8.89,7500000,15,75580.0,6104400.0,13604400.0
Bank of India,Hyderabad,NRIs,8.89,7500000,20,66950.0,8567946.0,16067946.0
Bank of India,Hyderabad,NRIs,8.89,7500000,25,62376.0,11212724.0,18712724.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,3000000,15,29877.0,2377906.0,5377906.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,3000000,20,26397.0,3335179.0,6335179.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,3000000,25,24542.0,4362640.0,7362640.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,5000000,15,49795.0,3963177.0,8963177.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,5000000,20,43994.0,5558632.0,10558632.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,5000000,25,40904.0,7271067.0,12271067.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,7500000,15,74693.0,5944765.0,13444765.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,7500000,20,65991.0,8337948.0,15837948.0
Bank of India,Hyderabad,First Time Home Buyers,8.69,7500000,25,61355.0,10906600.0,18406600.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,3000000,15,29771.0,2358823.0,5358823.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,3000000,20,26282.0,3307694.0,6307694.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,3000000,25,24420.0,4326058.0,7326058.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,5000000,15,49619.0,3931372.0,8931372.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,5000000,20,43803.0,5512824.0,10512824.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,5000000,25,40700.0,7210097.0,12210097.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,7500000,15,74428.0,5897058.0,13397058.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,7500000,20,65705.0,8269236.0,15769236.0
Bank of India,Chennai,Salaried - IT/Corporate,8.63,7500000,25,61050.0,10815146.0,18315146.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,3000000,15,29683.0,2342947.0,5342947.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,3000000,20,26187.0,3284831.0,6284831.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,3000000,25,24319.0,4295628.0,7295628.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,5000000,15,49472.0,3904911.0,8904911.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,5000000,20,43645.0,5474718.0,10474718.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,5000000,25,40531.0,7159380.0,12159380.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,7500000,15,74208.0,5857367.0,13357367.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,7500000,20,65467.0,8212077.0,15712077.0
Bank of India,Chennai,Salaried - Government/PSU,8.58,7500000,25,60797.0,10739071.0,18239071.0
Bank of India,Chennai,Self-Employed - Professional,8.68,3000000,15,29860.0,2374723.0,5374723.0
Bank of India,Chennai,Self-Employed - Professional,8.68,3000000,20,26377.0,3330595.0,6330595.0
Bank of India,Chennai,Self-Employed - Professional,8.68,3000000,25,24522.0,4356538.0,7356538.0
Bank of India,Chennai,Self-Employed - Professional,8.68,5000000,15,49766.0,3957872.0,8957872.0
Bank of India,Chennai,Self-Employed - Professional,8.68,5000000,20,43962.0,5550991.0,10550991.0
Bank of India,Chennai,Self-Employed - Professional,8.68,5000000,25,40870.0,7260897.0,12260897.0
Bank of India,Chennai,Self-Employed - Professional,8.68,7500000,15,74649.0,5936808.0,13436808.0
Bank of India,Chennai,Self-Employed - Professional,8.68,7500000,20,65944.0,8326486.0,15826486.0
Bank of India,Chennai,Self-Employed - Professional,8.68,7500000,25,61304.0,10891345.0,18391345.0
Bank of India,Chennai,Self-Employed - Business,8.68,3000000,15,29860.0,2374723.0,5374723.0
Bank of India,Chennai,Self-Employed - Business,8.68,3000000,20,26377.0,3330595.0,6330595.0
Bank of India,Chennai,Self-Employed - Business,8.68,3000000,25,24522.0,4356538.0,7356538.0
Bank of India,Chennai,Self-Employed - Business,8.68,5000000,15,49766.0,3957872.0,8957872.0
Bank of India,Chennai,Self-Employed - Business,8.68,5000000,20,43962.0,5550991.0,10550991.0
Bank of India,Chennai,Self-Employed - Business,8.68,5000000,25,40870.0,7260897.0,12260897.0
Bank of India,Chennai,Self-Employed - Business,8.68,7500000,15,74649.0,5936808.0,13436808.0
Bank of India,Chennai,Self-Employed - Business,8.68,7500000,20,65944.0,8326486.0,15826486.0
Bank of India,Chennai,Self-Employed - Business,8.68,7500000,25,61304.0,10891345.0,18391345.0
Bank of India,Chennai,Self-Employed - SME,8.68,3000000,15,29860.0,2374723.0,5374723.0
Bank of India,Chennai,Self-Employed - SME,8.68,3000000,20,26377.0,3330595.0,6330595.0
Bank of India,Chennai,Self-Employed - SME,8.68,3000000,25,24522.0,4356538.0,7356538.0
Bank of India,Chennai,Self-Employed - SME,8.68,5000000,15,49766.0,3957872.0,8957872.0
Bank of India,Chennai,Self-Employed - SME,8.68,5000000,20,43962.0,5550991.0,10550991.0
Bank of India,Chennai,Self-Employed - SME,8.68,5000000,25,40870.0,7260897.0,12260897.0
Bank of India,Chennai,Self-Employed - SME,8.68,7500000,15,74649.0,5936808.0,13436808.0
Bank of India,Chennai,Self-Employed - SME,8.68,7500000,20,65944.0,8326486.0,15826486.0
Bank of India,Chennai,Self-Employed - SME,8.68,7500000,25,61304.0,10891345.0,18391345.0
Bank of India,Chennai,Self-Employed - Startup,8.83,3000000,15,30125.0,2422564.0,5422564.0
Bank of India,Chennai,Self-Employed - Startup,8.83,3000000,20,26665.0,3399517.0,6399517.0
Bank of India,Chennai,Self-Employed - Startup,8.83,3000000,25,24828.0,4448273.0,7448273.0
Bank of India,Chennai,Self-Employed - Startup,8.83,5000000,15,50209.0,4037607.0,9037607.0
Bank of India,Chennai,Self-Employed - Startup,8.83,5000000,20,44441.0,5665861.0,10665861.0
Bank of India,Chennai,Self-Employed - Startup,8.83,5000000,25,41379.0,7413788.0,12413788.0
Bank of India,Chennai,Self-Employed - Startup,8.83,7500000,15,75313.0,6056411.0,13556411.0
Bank of India,Chennai,Self-Employed - Startup,8.83,7500000,20,66662.0,8498792.0,15998792.0
Bank of India,Chennai,Self-Employed - Startup,8.83,7500000,25,62069.0,11120682.0,18620682.0
Bank of India,Chennai,Women Applicants,8.63,3000000,15,29771.0,2358823.0,5358823.0
Bank of India,Chennai,Women Applicants,8.63,3000000,20,26282.0,3307694.0,6307694.0
Bank of India,Chennai,Women Applicants,8.63,3000000,25,24420.0,4326058.0,7326058.0
Bank of India,Chennai,Women Applicants,8.63,5000000,15,49619.0,3931372.0,8931372.0
Bank of India,Chennai,Women Applicants,8.63,5000000,20,43803.0,5512824.0,10512824.0
Bank of India,Chennai,Women Applicants,8.63,5000000,25,40700.0,7210097.0,12210097.0
Bank of India,Chennai,Women Applicants,8.63,7500000,15,74428.0,5897058.0,13397058.0
Bank of India,Chennai,Women Applicants,8.63,7500000,20,65705.0,8269236.0,15769236.0
Bank of India,Chennai,Women Applicants,8.63,7500000,25,61050.0,10815146.0,18315146.0
Bank of India,Chennai,Senior Citizens,8.78,3000000,15,30037.0,2406594.0,5406594.0
Bank of India,Chennai,Senior Citizens,8.78,3000000,20,26569.0,3376506.0,6376506.0
Bank of India,Chennai,Senior Citizens,8.78,3000000,25,24725.0,4417646.0,7417646.0
Bank of India,Chennai,Senior Citizens,8.78,5000000,15,50061.0,4010990.0,9010990.0
Bank of India,Chennai,Senior Citizens,8.78,5000000,20,44281.0,5627510.0,10627510.0
Bank of India,Chennai,Senior Citizens,8.78,5000000,25,41209.0,7362743.0,12362743.0
Bank of India,Chennai,Senior Citizens,8.78,7500000,15,75092.0,6016485.0,13516485.0
Bank of India,Chennai,Senior Citizens,8.78,7500000,20,66422.0,8441265.0,15941265.0
Bank of India,Chennai,Senior Citizens,8.78,7500000,25,61814.0,11044114.0,18544114.0
Bank of India,Chennai,NRIs,8.88,3000000,15,30214.0,2438558.0,5438558.0
Bank of India,Chennai,NRIs,8.88,3000000,20,26761.0,3422564.0,6422564.0
Bank of India,Chennai,NRIs,8.88,3000000,25,24930.0,4478948.0,7478948.0
Bank of India,Chennai,NRIs,8.88,5000000,15,50357.0,4064264.0,9064264.0
Bank of India,Chennai,NRIs,8.88,5000000,20,44601.0,5704274.0,10704274.0
Bank of India,Chennai,NRIs,8.88,5000000,25,41550.0,7464914.0,12464914.0
Bank of India,Chennai,NRIs,8.88,7500000,15,75536.0,6096396.0,13596396.0
Bank of India,Chennai,NRIs,8.88,7500000,20,66902.0,8556411.0,16056411.0
Bank of India,Chennai,NRIs,8.88,7500000,25,62325.0,11197371.0,18697371.0
Bank of India,Chennai,First Time Home Buyers,8.68,3000000,15,29860.0,2374723.0,5374723.0
Bank of India,Chennai,First Time Home Buyers,8.68,3000000,20,26377.0,3330595.0,6330595.0
Bank of India,Chennai,First Time Home Buyers,8.68,3000000,25,24522.0,4356538.0,7356538.0
Bank of India,Chennai,First Time Home Buyers,8.68,5000000,15,49766.0,3957872.0,8957872.0
Bank of India,Chennai,First Time Home Buyers,8.68,5000000,20,43962.0,5550991.0,10550991.0
Bank of India,Chennai,First Time Home Buyers,8.68,5000000,25,40870.0,7260897.0,12260897.0
Bank of India,Chennai,First Time Home Buyers,8.68,7500000,15,74649.0,5936808.0,13436808.0
Bank of India,Chennai,First Time Home Buyers,8.68,7500000,20,65944.0,8326486.0,15826486.0
Bank of India,Chennai,First Time Home Buyers,8.68,7500000,25,61304.0,10891345.0,18391345.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,3000000,15,29227.0,2260772.0,5260772.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,3000000,20,25694.0,3166545.0,6166545.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,3000000,25,23794.0,4138201.0,7138201.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,5000000,15,48711.0,3767953.0,8767953.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,5000000,20,42823.0,5277575.0,10277575.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,5000000,25,39657.0,6897001.0,11897001.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,7500000,15,73066.0,5651929.0,13151929.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,7500000,20,64235.0,7916362.0,15416362.0
Bank of India,Kolkata,Salaried - IT/Corporate,8.32,7500000,25,59485.0,10345502.0,17845502.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,3000000,15,29139.0,2245043.0,5245043.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,3000000,20,25600.0,3143914.0,6143914.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,3000000,25,23694.0,4108084.0,7108084.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,5000000,15,48565.0,3741738.0,8741738.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,5000000,20,42666.0,5239857.0,10239857.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,5000000,25,39489.0,6846806.0,11846806.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,7500000,15,72848.0,5612607.0,13112607.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,7500000,20,63999.0,7859786.0,15359786.0
Bank of India,Kolkata,Salaried - Government/PSU,8.27,7500000,25,59234.0,10270209.0,17770209.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,3000000,15,29314.0,2276525.0,5276525.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,3000000,20,25788.0,3189213.0,6189213.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,3000000,25,23895.0,4168369.0,7168369.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,5000000,15,48857.0,3794208.0,8794208.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,5000000,20,42981.0,5315355.0,10315355.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,5000000,25,39824.0,6947281.0,11947281.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,7500000,15,73285.0,5691312.0,13191312.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,7500000,20,64471.0,7973033.0,15473033.0
Bank of India,Kolkata,Self-Employed - Professional,8.37,7500000,25,59736.0,10420922.0,17920922.0
Bank of India,Kolkata,Self-Employed - Business,8.37,3000000,15,29314.0,2276525.0,5276525.0
Bank of India,Kolkata,Self-Employed - Business,8.37,3000000,20,25788.0,3189213.0,6189213.0
Bank of India,Kolkata,Self-Employed - Business,8.37,3000000,25,23895.0,4168369.0,7168369.0
Bank of India,Kolkata,Self-Employed - Business,8.37,5000000,15,48857.0,3794208.0,8794208.0
Bank of India,Kolkata,Self-Employed - Business,8.37,5000000,20,42981.0,5315355.0,10315355.0
Bank of India,Kolkata,Self-Employed - Business,8.37,5000000,25,39824.0,6947281.0,11947281.0
Bank of India,Kolkata,Self-Employed - Business,8.37,7500000,15,73285.0,5691312.0,13191312.0
Bank of India,Kolkata,Self-Employed - Business,8.37,7500000,20,64471.0,7973033.0,15473033.0
Bank of India,Kolkata,Self-Employed - Business,8.37,7500000,25,59736.0,10420922.0,17920922.0
Bank of India,Kolkata,Self-Employed - SME,8.37,3000000,15,29314.0,2276525.0,5276525.0
Bank of India,Kolkata,Self-Employed - SME,8.37,3000000,20,25788.0,3189213.0,6189213.0
Bank of India,Kolkata,Self-Employed - SME,8.37,3000000,25,23895.0,4168369.0,7168369.0
Bank of India,Kolkata,Self-Employed - SME,8.37,5000000,15,48857.0,3794208.0,8794208.0
Bank of India,Kolkata,Self-Employed - SME,8.37,5000000,20,42981.0,5315355.0,10315355.0
Bank of India,Kolkata,Self-Employed - SME,8.37,5000000,25,39824.0,6947281.0,11947281.0
Bank of India,Kolkata,Self-Employed - SME,8.37,7500000,15,73285.0,5691312.0,13191312.0
Bank of India,Kolkata,Self-Employed - SME,8.37,7500000,20,64471.0,7973033.0,15473033.0
Bank of India,Kolkata,Self-Employed - SME,8.37,7500000,25,59736.0,10420922.0,17920922.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,3000000,15,29577.0,2323926.0,5323926.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,3000000,20,26073.0,3257444.0,6257444.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,3000000,25,24197.0,4259178.0,7259178.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,5000000,15,49296.0,3873210.0,8873210.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,5000000,20,43454.0,5429074.0,10429074.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,5000000,25,40329.0,7098630.0,12098630.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,7500000,15,73943.0,5809815.0,13309815.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,7500000,20,65182.0,8143611.0,15643611.0
Bank of India,Kolkata,Self-Employed - Startup,8.52,7500000,25,60493.0,10647945.0,18147945.0
Bank of India,Kolkata,Women Applicants,8.32,3000000,15,29227.0,2260772.0,5260772.0
Bank of India,Kolkata,Women Applicants,8.32,3000000,20,25694.0,3166545.0,6166545.0
Bank of India,Kolkata,Women Applicants,8.32,3000000,25,23794.0,4138201.0,7138201.0
Bank of India,Kolkata,Women Applicants,8.32,5000000,15,48711.0,3767953.0,8767953.0
Bank of India,Kolkata,Women Applicants,8.32,5000000,20,42823.0,5277575.0,10277575.0
Bank of India,Kolkata,Women Applicants,8.32,5000000,25,39657.0,6897001.0,11897001.0
Bank of India,Kolkata,Women Applicants,8.32,7500000,15,73066.0,5651929.0,13151929.0
Bank of India,Kolkata,Women Applicants,8.32,7500000,20,64235.0,7916362.0,15416362.0
